"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"40497",57598070,"6175bb41ff32f3c576f591ead25109e7","8,1","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40500",57598070,"d483c7713a8c90063ce6c2ef0a97755b","10","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40503",57598070,"3f3b6623ceec35dfc3f0ed303bd4e39b","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40506",57598070,"b9900fb03ce25159b6e469164dcef48b","7,2","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40509",57598070,"415cf84d78f56521d710d544c04b859f","7,7","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40512",57598066,"f6b1c7f9fba2efd70d78c1ff91a53063","4,6","CANCELADO",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40515",57598066,"c85bd5a4c4163d254f122b43fbd5c932","6,9","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40518",57598066,"d9767f5a6e88adb4e6b065ca12a93c62","8","APROVADO",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40521",57598066,"8266d0f5b92b8c8a33267bededf7544c","5,9","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40524",57598066,"e71f0af009489a309cc39942acac97c0","0,3","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40527",57598066,"184dc7f5abb4797ae17d8f43d2108b34","3,3","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40530",57598066,"b78957e87af0d1f30b901b13eb44a2eb","6,4","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40533",57598066,"cc9d78ff373ead255c8c5fc513ac515d","5,1","REPROVADO POR NOTA E FALTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40536",57598066,"f111ae7c052d68fa9da5895d7ec9375d","5,4","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40539",57598066,"06b061ba22f08257394bc458c5ac187f","3,9","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40542",57598066,"93fa692377232d96c7bc48969f2d3a59","5,9","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40545",57598066,"65a053d4f6f96fe501fddfc25455023a","0,4","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40548",57598066,"c58f8db5b0c907a7219e0b0d57c636a4","3","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40551",57598066,"bfb370151f7ec9e6586df08f0ccf6eef","7","APROVADO",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40554",57598066,"e7d17a072c91b4c90b8d7fb7c70ec8db","3,2","CANCELADO",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40557",57598066,"393b4dbb2320c67d63f775b7f5dee33b","4,7","CANCELADO",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40560",57598066,"b9900fb03ce25159b6e469164dcef48b","4,7","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40563",57598066,"87cbee200b5e82a43d55d67df16a77ab","5,5","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40566",57598066,"48595b89df7c7cf860f89369642a2428","1,4","REPROVADO POR MÉDIA E POR FALTAS",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40569",57598066,"11fa855f1fa0903a2a3f7a5ba864977a","6,9","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",35,10,0,9.32,1.58,8.52,1.78
"40572",57597058,"3887789313d1186838e6435e22f790c0","5","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40573",57597058,"3887789313d1186838e6435e22f790c0","5","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40578",57597058,"ec64cf2a40c2f6949be3d8ffd0ae5168","6,2","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40579",57597058,"ec64cf2a40c2f6949be3d8ffd0ae5168","6,2","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40584",57597058,"e17aa98aba6e3c239aeeb11db930f4e7","5,9","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40585",57597058,"e17aa98aba6e3c239aeeb11db930f4e7","5,9","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40590",57597058,"f76b84a0d3110ec3345de5644810dbc8","6,3","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40591",57597058,"f76b84a0d3110ec3345de5644810dbc8","6,3","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40596",57597058,"493cf4e80659c7c6dac227eb99a4379a","7,3","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40597",57597058,"493cf4e80659c7c6dac227eb99a4379a","7,3","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40602",57597058,"fae920a1e15f45c2be72d722bf3be7a7","7,5","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40603",57597058,"fae920a1e15f45c2be72d722bf3be7a7","7,5","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40608",57597058,"97f20aba8b57761278cce556be9b6693","5,1","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40609",57597058,"97f20aba8b57761278cce556be9b6693","5,1","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40614",57597058,"6d48f17e81f9395e3178c6f3157259eb","6,7","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40615",57597058,"6d48f17e81f9395e3178c6f3157259eb","6,7","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40620",57597058,"e4d453a6b9801a7fde429e588755ad9c","5,7","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40621",57597058,"e4d453a6b9801a7fde429e588755ad9c","5,7","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40626",57597058,"6668e4dade870d3e78f27541f40168f0","5,8","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40627",57597058,"6668e4dade870d3e78f27541f40168f0","5,8","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40632",57597058,"22eed0d1089c5e97b510cbace9d90901","6,5","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40633",57597058,"22eed0d1089c5e97b510cbace9d90901","6,5","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40638",57597058,"7a10de41af2983fa171e220049b9bd2d","5,9","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40639",57597058,"7a10de41af2983fa171e220049b9bd2d","5,9","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40644",57597058,"4a5e91cda79cb022ed4b2d6d3ce97a36","7,5","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40645",57597058,"4a5e91cda79cb022ed4b2d6d3ce97a36","7,5","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40650",57597058,"e38f88eb31d428e98440a1ad2d2607fb","7,5","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40651",57597058,"e38f88eb31d428e98440a1ad2d2607fb","7,5","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40656",57597058,"797c842dc5320196f4b6cd340428171c","8","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40657",57597058,"797c842dc5320196f4b6cd340428171c","8","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40662",57597058,"cf7de376f9e70ac13604729d3722648d","7,2","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40663",57597058,"cf7de376f9e70ac13604729d3722648d","7,2","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40668",57597058,"daee292530a6b180685cd6cfd22c6496","5","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40669",57597058,"daee292530a6b180685cd6cfd22c6496","5","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40674",57597058,"d73fc23844a63b879483743d6f29d952","1,3","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40675",57597058,"d73fc23844a63b879483743d6f29d952","1,3","REPROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40680",57597058,"7bce7935588670813945edba8a908be3","8,1","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40681",57597058,"7bce7935588670813945edba8a908be3","8,1","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40686",57597058,"1c86769ba9d4b68cd15cfa9779e81c7b","6,7","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40687",57597058,"1c86769ba9d4b68cd15cfa9779e81c7b","6,7","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40692",57597058,"be20464b5e11a53b75442dba987f40ec","0","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40693",57597058,"be20464b5e11a53b75442dba987f40ec","0","REPROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40698",57597058,"833bb71aa8f85fc8fa6eab899441844d","5,3","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40699",57597058,"833bb71aa8f85fc8fa6eab899441844d","5,3","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40704",57597058,"a5c449d6a83bbbfc27ce888b8c4201e3","6","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40705",57597058,"a5c449d6a83bbbfc27ce888b8c4201e3","6","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40710",57597058,"55081ebfc0b2108e412e4bcf18db25e6","6","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40711",57597058,"55081ebfc0b2108e412e4bcf18db25e6","6","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40716",57597058,"cbde93f34da8a0e50ffb4fe161be6ea9","5,2","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40717",57597058,"cbde93f34da8a0e50ffb4fe161be6ea9","5,2","APROVADO POR NOTA",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40722",57597058,"62cf40436cf4a656032bcc24c2eb6e2d","0","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40723",57597058,"62cf40436cf4a656032bcc24c2eb6e2d","0","REPROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40728",57597058,"15bdb979b72d2caf35b76b8a105d3c81","1,8","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40729",57597058,"15bdb979b72d2caf35b76b8a105d3c81","1,8","REPROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40734",57597058,"c4cc4fad8243b445f75f2e645d07a3ec","7,2","APROVADO",20171,"EMERSON MOURA DE ALENCAR",56,9.6,0.72,8.37,2.02,8.69,1.81
"40735",57597058,"c4cc4fad8243b445f75f2e645d07a3ec","7,2","APROVADO",20171,"AUGUSTO JORGE DE MACEDO",56,9.32,1.18,9.47,1.29,8.95,1.68
"40908",57597580,"d531c7e77bd325149ba25393287b693d","6,1","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40911",57597580,"65a053d4f6f96fe501fddfc25455023a","6,6","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40914",57597580,"5b0b8c744d1c86ca8d74f9fcf21721e5","6,7","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40917",57597580,"72b86f1194a0e5abd4a6f80246ae6ff6","6","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40920",57597580,"35a41fdcd22b22af9e0ac8a565a8246a","3,5","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40923",57597580,"1f0b70d777dce970398f355e216b2010","5,3","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40926",57597580,"58a1da20075595f170d80d8851414330","7,9","APROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40929",57597580,"db6ba4657afbb2142110e00aaf0a4feb","7,5","APROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40932",57597580,"dcf3cc139f6688da2382a79c4b743eda","5,2","APROVADO POR NOTA",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40935",57597580,"3de7206ad45a2bb75ff5fb5fd9ce73e4","1,9","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40938",57597580,"0f1762043a28f5d1144da03479f0d49c","4,2","CANCELADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40941",57597580,"5daafb2421cf898143f12f19158a6554","2,8","CANCELADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40944",57597580,"f7e6c53ce5085523f05d288ad66a64c0","2,2","CANCELADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40947",57597580,"59662473125517989f15dd1ae8978735","0","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40950",57597580,"4c95cd77f07faf443107462d6b6540d3","1","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40953",57597580,"3e2fec9fda6ea2682c37efa89327a6c8","0","REPROVADO",20171,"EMERSON MOURA DE ALENCAR",27,9.44,0.86,7.71,2.13,8.25,1.84
"40956",57596673,"28685e2715ef5bd4ccd928220187c670","0,3","REPROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40959",57596673,"f6d6689b93de8e71cd88ce530090f9cd","6,8","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40962",57596673,"c85bd5a4c4163d254f122b43fbd5c932","5,5","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40965",57596673,"b361613b16deb4fbe03fcc0f4fab8a4c","6","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40968",57596673,"7029313cb809752c9d8df989130b0284","6,5","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40971",57596673,"a6828dd2dd4b8ff21c763f6d1f6f5e04","6,3","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40974",57596673,"a94a4705a3a0c2eb89e2897c6e76cf74","5,5","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40977",57596673,"31fed2e7cf86e6551bceebdc76792cf1","6,1","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40980",57596673,"75f3f4dff5b82d68df5b160c99ff12ae","7,4","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40983",57596673,"ce626ab32166cd593d4bfc550821a5c7","1,2","REPROVADO POR MÉDIA E POR FALTAS",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40986",57596673,"0666149e7b2aff1686c7d51351cd677d","7,5","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40989",57596673,"0cf878a0ed47a0296ea00ed9058e9c3d","6,6","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40992",57596673,"49809caee60e213ed094699a4a94907d","5,7","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40995",57596673,"96f717fd827b3e476e3607114d25815e","7,3","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"40998",57596673,"a0a597672742f11324d64601528a0257","6,6","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41001",57596673,"77a188e6ffe37c8c56916b5669cc1fa8","7","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41004",57596673,"6be3ef77ade96b1d5f66e1527b56b494","8","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41007",57596673,"4bc11904bc4637fce87f851c094c3f59","6,1","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41010",57596673,"c9c39837adf1fe360f910b7f2e22e8ca","5,9","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41013",57596673,"7f665793e16eba17ae26d59e397ac099","5,3","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41016",57596673,"6b160e88e50e58c8576c7001df3e0a4b","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",38,9.72,0.81,9.44,1.28,8.88,1.96
"41019",57596675,"d6d998b8a875e4343e7c260798e7d4d6","2,2","REPROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",10,10,0,9.66,1,8.61,2.11
"41022",57596675,"0c4312afd7654b4572f06d1f4e90b884","6,3","APROVADO POR NOTA",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",10,10,0,9.66,1,8.61,2.11
"41025",57596675,"a4aa5cbcc579bd9b2ce70c7590ee4b04","8,3","APROVADO",20171,"MARCEL VINICIUS MEDEIROS OLIVEIRA",10,10,0,9.66,1,8.61,2.11
"41028",57597583,"3de7206ad45a2bb75ff5fb5fd9ce73e4","7,1","APROVADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41031",57597583,"337456e02d9ba98811e329391b0dd2e6","2,7","REPROVADO POR MÉDIA E POR FALTAS",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41034",57597583,"72b86f1194a0e5abd4a6f80246ae6ff6","5","APROVADO POR NOTA",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41037",57597583,"db6ba4657afbb2142110e00aaf0a4feb","6,9","APROVADO POR NOTA",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41040",57597583,"9f396fb67d1a6abb0d57fd2bfd8b1729","3","REPROVADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41043",57597583,"1e30378e6116ffd948012d513a448944","0","CANCELADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41046",57597583,"df09c24e8237c58c9d3b09c5fc64cdbf","0","CANCELADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41049",57597583,"6b160e88e50e58c8576c7001df3e0a4b","1,8","REPROVADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41052",57597583,"24be267d0167372bdb797ea1ee45e132","6","APROVADO POR NOTA",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41058",57597583,"3e2fec9fda6ea2682c37efa89327a6c8","5,7","APROVADO POR NOTA",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41061",57597583,"fa7ea5c25a4edfd8df90db147f328e52","4,2","REPROVADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41064",57597583,"4c95cd77f07faf443107462d6b6540d3","1,9","REPROVADO POR MÉDIA E POR FALTAS",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41067",57597583,"c8337cf3b9e031339fd0851915e6ef65","3,9","CANCELADO",20171,"ANTONIO IGOR SILVA DE OLIVEIRA",22,9.88,0.34,9.86,0.39,9.05,1.85
"41070",57596676,"43068f11695d60e52f898613d24c9525","7,3","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41073",57596676,"8266d0f5b92b8c8a33267bededf7544c","6,3","APROVADO POR NOTA",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41076",57596676,"90c4526030b50e41e00bc3e3c0a3c396","6,5","APROVADO POR NOTA",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41079",57596676,"607e9b8fbde5a11fb4dd2794371701ed","8,1","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41082",57596676,"0b94a09d1a5f9e4a3af4b7ef070af586","7,4","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41085",57596676,"81d00ebeec073e1fd48af06c60895017","6,3","APROVADO POR NOTA",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41088",57596676,"d6d998b8a875e4343e7c260798e7d4d6","6,7","APROVADO POR NOTA",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41091",57596676,"515f232c90b19e1014be58aeb8b56266","7","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41094",57596676,"0c4312afd7654b4572f06d1f4e90b884","8","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41097",57596676,"06c05ccfb3772db16a2c906b7f62371c","6,8","APROVADO POR NOTA",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
"41100",57596676,"a4aa5cbcc579bd9b2ce70c7590ee4b04","8,1","APROVADO",20171,"MARCIA JACYNTHA NUNES RODRIGUES LUCENA",23,9.14,1.17,8.21,2.88,8.88,1.58
